SMILES,CHANNEL_OUTCOME,assay_type
O=C(O)\C=C/C(=O)O.C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,antagonist,Liver
Clc1cccc(c1)Nc3ncnc2cc(OC)c(cc23)OC,inactive,Liver
O=C(OCCOP(O)(O)=O)C(=C)C,inactive,Liver
Nc1ccccc1OC,inactive,Liver
Clc1cc2Nc3ccccc3Sc2cc1,agonist,Liver
Cc1cc(O)ccc1,agonist,Liver
Oc1ccc(cc1)C3=CC(=O)c2c(cc(O)cc2O)O3,antagonist,Liver
Clc2nc(Nc1ccccc1Cl)nc(Cl)n2,inactive,Liver
OC(OC(C)COC(O)CC)CC,agonist,Liver
O=C(C(OCC)OCC)c1ccccc1,inactive,Liver
ClC(Cl)(Cl)F,inactive,Liver
CN1CCN(CC1)C2=Nc4cc(Cl)ccc4Nc3ccccc23,antagonist,Liver
O=C(O)CCC(=O)Oc2c(C)c(C)c1O[C@@](C)(CCc1c2C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,antagonist,Liver
Cl.Cl.C1CNCCN1,inactive,Liver
OC1(/C=C/C(/C)=C\C(=O)O)C(C)=CC(=O)CC1(C)C,inactive,Liver
CC2(C)C(=C\C=C\C(C)=O)/C1CCC2C1,inactive,Liver
CC(=O)O[C@H]1[C@H](O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O,inactive,Liver
CCCC[N+]1(C)CCCC1.N#C\N=C=[N-],inactive,Liver
CC(=O)CCCCCCCCCCC,inactive,Liver
Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H]1Cl,agonist,Liver
COc1cc4c(cc1)n3CCN(C)C2=NCCc4c23,inactive,Liver
Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,antagonist,Liver
CCN.[O-][N+](=O)O,inactive,Liver
O=C(OCC)C=1CC(=O)N(N=1)c2ccccc2,inactive,Liver
O=[N+]([O-])c1ccccc1[N+]([O-])=O,inactive,Liver
CC(C)(C)c2cc(Sc1cc(c(O)cc1C)C(C)(C)C)c(C)cc2O,antagonist,Liver
ClC(c1ccccc1)(c2ccccc2)c3ccccc3,inactive,Liver
O=C3c1ccccc1C(=O)N3SC2CCCCC2,antagonist,Liver
N#C/C(C#N)=N\Nc1ccc(cc1)C2=NNC(=O)C[C@H]2C,antagonist,Liver
Cl.CNCc1ccccc1,inactive,Liver
Oc1cc(cc(O)c1)C(O)CNC(C)(C)C.O=S(=O)(O)O.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,inactive,Liver
NC(=S)NCC=C,inactive,Liver
Clc1cc(Cl)c(Cl)nc1Cl,inactive,Liver
[Br-].O=C(OC1CCC[N+](C)(CC)C1)C(O)(c2ccccc2)c3ccccc3,inactive,Liver
Nc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC,inactive,Liver
CCCN(CCC)C(=O)C(NC(=O)c1ccccc1)CCC(=O)OCCCN5CCN(CCOC(=O)Cc4c2cc(OC)ccc2n(C(=O)c3ccc(Cl)cc3)c4C)CC5,antagonist,Liver
OCCCCC(O)CO,inactive,Liver
O=C(Nc1c(I)c(c(I)cc1I)C(=O)O)COCCOCCOCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I,inactive,Liver
CC2(C)[C@@H]1CC(=O)[C@@]2(C)CC1,inactive,Liver
COc1cc2C(=O)CCc2cc1OC,inactive,Liver
ClCOCCl,inactive,Liver
OS(=O)(=O)c1ccc(cc1)C(CC)CCCCCCCCC,agonist,Liver
O=[N+]([O-])[O-].C[n+]1ccn(CC)c1,inactive,Liver
S=C1Nc2ccccc2N1,agonist,Liver
C[C@H]1C(=O)C[C@@]2(C[C@H]12)C(C)C,inactive,Liver
CCNCC,inactive,Liver
O=S(=O)(NC1(CCOCC1)C(=O)NO)c3ccc(Oc2ccc(F)cc2)cc3,inactive,Liver
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC,inactive,Liver
[Zn+2].[O-]C(=O)C(C)(CC)CCC(C)C.CC(C)CCC(C)(CC)C([O-])=O,inactive,Liver
CC1=CC[C@H](CC1)C(O)(C)C,agonist,Liver
CC(C)C1CC=C(C)C(C1)C(=O)CC,agonist,Liver
Clc1cc(OCC(=O)O)c(Cl)cc1Cl,inactive,Liver
O=C(C)Oc2ccccc2C(=O)Oc1ccc(NC(C)=O)cc1,inactive,Liver
CCOCCOCC,inactive,Liver
CC(C)N2C(=O)c1ccccc1C2=O,inactive,Liver
Cc1cc(Cl)ccc1N,inactive,Liver
[Na+].[O-][N+](=O)c1ccc(cc1)c3ccc(/C=N/N2CC(=O)[N-]C2=O)o3,antagonist,Liver
[Br-].NC(=O)C(CC[N+]1(C)CCCCC1)(c2ccccc2)c3ccccc3,inactive,Liver
CC(C)(C)C(O)/C=C/c1ccc2OCOc2c1,inactive,Liver
CC(N(C(=O)COC)c1c(C)cccc1C)C(=O)OC,inactive,Liver
Clc1ccc(cc1)CC3CCC(C(C)C)C3(O)Cn2cncn2,antagonist,Liver
Cc1ccc(C)c2ccccc12,inactive,Liver
O=C(O[Sn](CCCC)(OC(=O)CCCCCCCCCCC)CCCC)CCCCCCCCCCC,antagonist,Liver
O=C1SC(=NN1CSP(=S)(OC)OC)OC,agonist,Liver
[O-][N+](=O)CCC,agonist,Liver
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,inactive,Liver
Clc1ccc(c(Cl)c1)C3(Cn2ncnc2)OCC(CCC)O3,antagonist,Liver
Oc1ccccc1NC(C)=O,inactive,Liver
FC(F)(F)C(=O)O.CCN(CC)C(=O)c1cc(c(cc1N(CC)CCN(C)C)N2CCC(CC2)c3ccccc3)S(=O)(=O)Cc4ccccc4,antagonist,Liver
Clc2ccc(NC1CCN(CC1)C(=O)OCC)c(N)c2,inactive,Liver
[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CCCC)CC)C(F)(F)F,inactive,Liver
CCCCN(N=O)C(=N)N[N+]([O-])=O,inactive,Liver
[K+].[O-]S(=O)(=O)c1ccc2cc(O)ccc2c1,inactive,Liver
CNC(=O)Oc1cccc2OC(C)(C)Oc12,inactive,Liver
CCCNCCC,inactive,Liver
N#CSCCOCCOCCCC,inactive,Liver
O=S2(=O)C(C)(C)[C@@H](N1C(=O)C[C@H]12)C(=O)O,inactive,Liver
Clc1cc(C)c(OCCCC(=O)O)cc1,inactive,Liver
CCCCCCC=O,inactive,Liver
O=C(O)C(C)(C)c4ccc(CCN1CCC(CC1)c3nc2ccccc2n3CCOCC)cc4,agonist,Liver
O=C(O)C2=NN(CC)c1cc3OCOc3cc1C2=O,inactive,Liver
Cc5cc(COc4ccc(Cl)cc4CNc3ncnc2c3ncn2[C@@H]1O[C@H](C(=O)NC)[C@@H](N)[C@H]1O)on5,inactive,Liver
Cl.O=C(O)[C@@H](N)CS,inactive,Liver
[Na+].O=S(=O)([N-]c1nccs1)c2ccc(N)cc2,inactive,Liver
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,inactive,Liver
Cc1cnc(N)cc1,inactive,Liver
O=C(O)c1ccc(cc1)\C=C(/C)c2ccc3c(c2)C(C)(C)CCC3(C)C,inactive,Liver
[Br-].COC1C\C(C[N+](C)(C)C1)=C(/c2sccc2)c3cccs3,inactive,Liver
CC(C)(Cc1ccccc1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc2ccccc2,antagonist,Liver
CCC(CCCC)C=O,agonist,Liver
O=C(CC)c1ccc(Cl)cc1,inactive,Liver
C\C(=[O+]\[Fe](\[O+]=C(\C)[CH-]C(C)=O)\[O+]=C(\C)[CH-]C(C)=O)[CH-]C(C)=O,inactive,Liver
Cl.CN(C)CCCN2c3ccccc3CCc1ccccc12,antagonist,Liver
[Na+].CC(=O)O[C@@H]4[C@H](C)[C@@H](OC)C=CO[C@@]3(C)Oc2c(C)c(O)c1c(O)c(cc([O-])c1c2C3=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H]4C,antagonist,Liver
[Na+].[n-]1cncn1,inactive,Liver
CN(C)c1ccc2c(c1)OC(=O)C=C2C,antagonist,Liver
CCCCN(CCCC)N=O,inactive,Liver
O=C1CCCCCCCCCCCN1,inactive,Liver
ClC\C=C/CCl,inactive,Liver
O[C@H]2[C@H](O)C[C@](C[C@H]2OC(=O)C=Cc1ccc(O)c(O)c1)(OC(=O)C=Cc3ccc(O)c(O)c3)C(=O)O,inactive,Liver
Cl.Cc1ccc(cc1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,inactive,Liver
CC1CC=C(C)C(/C=C/C(C)=O)C1(C)C,inactive,Liver
OCCOCC#CCOCCO,inactive,Liver
Cl[Au](Cl)Cl,antagonist,Liver
Cl.CN(Cc1ccccc1)CC#C,inactive,Liver
O=C1CCCCCCCCCCCCCC1,agonist,Liver
Oc2cc(/C=C/c1ccc(O)cc1)cc(O)c2,agonist,Liver
CN(C)C(C)CC(C#N)(c1ccccc1)c2ccccc2,agonist,Liver
Oc1ccc(C=O)c(O)c1O,antagonist,Liver
CSc1nc(NCC)nc(NC(C)C)n1,inactive,Liver
OC(=O)CN(CC(=O)O)CC(=O)O,inactive,Liver
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,antagonist,Liver
O=C(c1cc(C)ccc1O)c2ccccc2,inactive,Liver
F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCC)c1,inactive,Liver
O=C(Nc2ccccc2c1ccc(Cl)cc1)c3cccnc3Cl,inactive,Liver
BrCC=C,inactive,Liver
Nc1ccc(cc1)C(=O)OCC(C)C,inactive,Liver
O=[N+]([O-])c1ccccc1C(F)(F)F,inactive,Liver
Clc1cccc(Cl)c1C(=O)Nc3cccc2c3oc(C)c2C(C)(C)O,antagonist,Liver
Cc1ccc(cc1)C(O)=O,agonist,Liver
Oc1ccc(cc1)C(=O)OCC(C)C,agonist,Liver
[O-][N+](=O)c1ccc(cc1)Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F,antagonist,Liver
[Zn+2].S=C([S-])N(C)C.CN(C)C([S-])=S,antagonist,Liver
[Fe+2].[O-]S([O-])(=O)=O,inactive,Liver
O=[N+]([O-])c1cc(ccc1)C(Cl)=O,inactive,Liver
Cc1ccc[n+](CCCC)c1.F[P-](F)(F)(F)(F)F,inactive,Liver
CC(C)(C)NCC(O)COc2cccc1C[C@@H](O)[C@@H](O)Cc12,inactive,Liver
O=C1NN=Cc2ccccc12,inactive,Liver
Clc1cc(cc(Cl)c1Cl)[N+]([O-])=O,inactive,Liver
CCc1cccc(C)c1N,inactive,Liver
O=C(OC)C(C)Oc1ccc(cc1)Oc2ncc(cc2Cl)C(F)(F)F,inactive,Liver
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,inactive,Liver
FC(F)(F)c2ccc(OC(CCNC)c1ccccc1)cc2,antagonist,Liver
Cl.O.Fc1ccc(cc1)[C@H]5CN(C)CCN5Cc2cc(co2)c3ccc4nc(O)oc4c3,antagonist,Liver
NC3=NC2=C(N(CC=C)C(=O)N2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)N3,inactive,Liver
C\C(C)=C\C=C\C(\C)=C\C,inactive,Liver
O=C(CCBr)N1CCN(CC1)C(=O)CCBr,inactive,Liver
CCCC(=O)OC(C)(C)Cc1ccccc1,agonist,Liver
Cc1ccc(cc1)[N+](=O)[O-],inactive,Liver
COc2ccc(/C=N/c1ccc(/C=C/C(=O)OC[C@@H](C)CC)cc1)cc2,agonist,Liver
O=C(O)COCC(=O)O,inactive,Liver
COc1ccc(CO)cc1,inactive,Liver
Cl.CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,inactive,Liver
OC(=O)C(=O)CCC(=O)O,inactive,Liver
COc4cc5CCN[C@H](C[C@H]1C[C@H]2c3cc(OC)c(OC)cc3CCN2C[C@@H]1CC)c5cc4OC,antagonist,Liver
Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)c4cc3,agonist,Liver
COCC(=O)[C@]3(OC(=O)CC)[C@@]4(C)C[C@H](O)C2(F)[C@@H](CCC1=CC(=O)C=C[C@@]12C)[C@@H]4C[C@@H]3C,inactive,Liver
OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C,antagonist,Liver
S=C1NC(CCC)=CC(=O)N1,inactive,Liver
OC(=O)c1ccccc1C(=O)O,inactive,Liver
BrCCCCCCBr,inactive,Liver
Clc2cc(NC(=O)NC(=O)c1c(F)cccc1F)c(Cl)cc2OC(F)(F)C(F)C(F)(F)F,inactive,Liver
C[n+]2cc1c6OCOc6ccc1c3ccc4cc5OCOc5cc4c23,antagonist,Liver
NCC[C@H](O)C(=O)N[C@@H]3C[C@H](N)[C@@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H]3O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O,inactive,Liver
O.O.O.OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)c1ccccc1)[C@H]3SC2(C)C,inactive,Liver
[Na+].CC(C)(O)c5ccccc5CC[C@@H](SCC1(CC([O-])=O)CC1)c2cccc(c2)/C=C/c3ccc4ccc(Cl)cc4n3,inactive,Liver
O=C1CCC(=O)N1,inactive,Liver
BrCCCCCCCCCCCCCC,inactive,Liver
O=C(C=C)OCCOC(=O)C=C,inactive,Liver
CCc1ccccc1,inactive,Liver
c2cn(Cc1ccco1)cc2,inactive,Liver
Clc1sc(Cl)c(Cl)c1Cl,inactive,Liver
CC1=CN(C(=O)NC1=O)[C@H]2C[C@H](\N=[N+]=[N-])[C@@H](CO)O2,agonist,Liver
CS(=O)(=O)c1ccc(cc1)/C=C3\c2ccc(F)cc2C(CC(=O)O)=C3C,inactive,Liver
N=C(N)S(=O)O,inactive,Liver
CC=1NC(C)=C(C(C=1C(=O)OC)c2ccccc2[N+]([O-])=O)C(=O)OC,antagonist,Liver
COc1ccc(C=CC)cc1,inactive,Liver
BrCCCBr,inactive,Liver
Cl.CN(C)CCOc2nc(cc1ccccc12)CCCC,agonist,Liver
O=C(O)c1ccccc1N4C=C(C(=O)c3cc(Nc2c(F)cc(F)cc2Cl)c(Cl)cc34)C(=O)O,inactive,Liver
CCC(=O)OCCc1ccccc1,inactive,Liver
[Na+].[Na+].O=S(=O)([O-])OOS([O-])(=O)=O,agonist,Liver
NN.O=S(=O)(O)O,inactive,Liver
ClC(=O)OCCOC(=O)Cl,inactive,Liver
O=C(Nc1ncc(s1)[N+]([O-])=O)c2ccccc2OC(C)=O,antagonist,Liver
Nc1ccc(cc1OC)[N+]([O-])=O,inactive,Liver
[Br-].CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2,inactive,Liver
Cl.CN3CCC(OC(c1ccccc1)c2ccccc2)CC3,inactive,Liver
COc1cc(NC(=O)CC(C)=O)c(cc1Cl)OC,inactive,Liver
Cc2nc(N)nc(N)c2c1ccc(Cl)c(Cl)c1,inactive,Liver
CN(C)C(=O)CCCCCCCCC,inactive,Liver
CC=CC(=O)CCCC,inactive,Liver
Cl.COc1ccc(cc1OC)CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O,inactive,Liver
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccccc2,inactive,Liver
[Na+].Clc1c([O-])c(Cl)c(Cl)c(Cl)c1Cl,inactive,Liver
O=C(O)Cc1ccc2OCc3ccccc3C(=O)c2c1,inactive,Liver
[Na+].O=S([O-])(=O)c3ccc(/N=N/c2ccc(O)c(/N=N/c1ccc(C)cc1C)c2O)cc3,antagonist,Liver
O=C(N[C@H]2CN1CCC2CC1)c3ccc4OCCOc4c3,inactive,Liver
C#CC(O)C(CCCC)CC,inactive,Liver
CC1=CN(C(=O)NC1=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F,inactive,Liver
Clc2cccc(F)c2CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,antagonist,Liver
O[C@@H](C(=O)O)c1ccccc1,inactive,Liver
CC(=O)OC(C)C,inactive,Liver
Nc1cc(ccc1Cl)[N+]([O-])=O,inactive,Liver
[I-].C[N+]1(CC)CCCC1,inactive,Liver
C\C=C(\Cl)Cl,inactive,Liver
CO.COc4cc(Nc3c(C#N)cnc2cc(OCCCN1CCN(C)CC1)c(OC)cc23)c(Cl)cc4Cl,antagonist,Liver
O=C2c1ccccc1C(=O)N2CCCC,agonist,Liver
FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1,antagonist,Liver
c1cccc4c1c2cccc3cccc4c23,inactive,Liver
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,agonist,Liver
ClCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)CC[C@@]12C,antagonist,Liver
C1CCCCCN1,inactive,Liver
O=C1NC(=O)NC(=O)C1(CCC(C)C)CC,inactive,Liver
O=C1CCCCCCCCCCC=CCCC1,agonist,Liver
Clc2ccccc2\C(=C(/Cl)Cl)c1ccc(Cl)cc1,agonist,Liver
COCCc2ccc(OCC1CO1)cc2,inactive,Liver
Oc1ccc(cc1O)[C@@H](O)CNC.O=C(O)[C@H](O)[C@@H](O)C(=O)O,inactive,Liver
O=[N+]([O-])c1cc(cc(c1O)C(C)(C)C)[N+]([O-])=O,antagonist,Liver
NS(=O)(=O)O,agonist,Liver
O[C@@]1(CCCC[C@@H]1CN(C)C)c2cc(OC)ccc2,inactive,Liver
S(SC1CCCCC1)C2CCCCC2,inactive,Liver
Clc1c(Cl)c(nc(Cl)c1Cl)C(=O)O,inactive,Liver
COc1ccc(CC=C)cc1,inactive,Liver
CC(=O)N(CC)c1cccc(c1)c2ccnc3c(cnn23)C#N,inactive,Liver
Cl.CO\N=C(/c1nc(N)sn1)C(=O)N[C@@H]5C(=O)N4C(C([O-])=O)=C(C[n+]3ccn2ncccc23)CS[C@@H]45,inactive,Liver
Nc1cccc(N)c1C,inactive,Liver
CC(C)CC(C)(O)C#C,inactive,Liver
O=S2(=O)CCCCN2c1ccc(cc1)S(N)(=O)=O,inactive,Liver
Cl.N=C(N)c1ccccc1,inactive,Liver
CCN(CC)C(Cl)=O,inactive,Liver
BrC(Br)C#N,inactive,Liver
O=C1OC(=O)C2(C)CCCC=C12,inactive,Liver
CCCCCNCCCCC,inactive,Liver
CCOc1ccc(O)cc1,inactive,Liver
Clc1cc(NC(=O)N(C)OC)ccc1Br,inactive,Liver
Cl.[O-][N+](=O)c1cccc(c1)C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5,antagonist,Liver
ClCCc1scnc1C,inactive,Liver
[Na+].Clc1ccc(cc1Cl)C(=O)NC(CCC([O-])=O)C(=O)N(CCCCC)CCCCC,inactive,Liver
Cl.NNc1ccccc1,inactive,Liver
O=C(O)[C@@]4(C)CC[C@]5(C)CC[C@]3(C)C(=CC(=O)[C@H]2[C@@]3(C)CC[C@@H]1[C@]2(C)CC[C@H](O)C1(C)C)[C@@H]5C4,agonist,Liver
OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,inactive,Liver
O=C(OCC)C(=C\OCC)\C(=O)OCC,inactive,Liver
NS(=O)(=O)c1cc2C(=O)N(C(C)Nc2cc1Cl)c3ccccc3C,inactive,Liver
ClC(Cl)(Cl)c1ccccc1,inactive,Liver
Cc1ccc(cc1N)[N+]([O-])=O,inactive,Liver
CC(C)(O)C(=O)c1ccc(OCCO)cc1,inactive,Liver
Nn1cnnc1,inactive,Liver
OCCNCCO,inactive,Liver
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,inactive,Liver
c1cccc2sc3ccccc3c12,agonist,Liver
OC(c1ccccc1)(C2CCNCC2)c3ccccc3,inactive,Liver
O=C(O)C(N)CS,inactive,Liver
[Na+].[Na+].[O-]P(=O)(O)C(O)(Cc1cccnc1)P([O-])(=O)O,inactive,Liver
[Na+].[Na+].[O-]S(=O)(=O)c5cc(/N=N/c1ccc(cc1)c2ccc(cc2)/N=N/c3cc(c4ccccc4c3N)S([O-])(=O)=O)c(N)c6ccccc56,antagonist,Liver
Oc2ccc(Cl)cc2C(=O)c1ccccc1,inactive,Liver
O=C(OC1CCCCC1)c3ccccc3C(=O)OC2CCCCC2,inactive,Liver
O=C(O)/C=C\C(=O)O.Nc3cccc1c3CN(C)CC1c2ccccc2,inactive,Liver
CCC\C=C\C=O,inactive,Liver
CC1C=C(C)CCC1C=O,inactive,Liver
OCCN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23,antagonist,Liver
CC(O)CCCCC,inactive,Liver
CC1CN1P(=O)(N2CC2C)N3CC3C,inactive,Liver
Oc1ccc(CCN)cc1,inactive,Liver
CC(C)(O)CCc1ccccc1,inactive,Liver
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,antagonist,Liver
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,inactive,Liver
O.O.O.Oc1ccc(C[C@](C)(N)C(=O)O)cc1O.O=C(O)[C@@](C)(N)Cc1cc(O)c(O)cc1,inactive,Liver
C[N+](C)(C)CC([O-])=O,inactive,Liver
CCO[Si](OCC)(OCC)OCC,inactive,Liver
BrCCCCBr,inactive,Liver
O=C(N)CC[C@@H](N)C(=O)O,inactive,Liver
O=C1CCCC1,inactive,Liver
Cc1cccc2sc(N)nc12,inactive,Liver
CC(=O)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]1[C@H]3CC[C@H]2C[C@](C)(O)CC[C@]12C,inactive,Liver
O=C(CCCCCCCCC=C)OCC,inactive,Liver
O=C1CCCN1CCCCCCCCCCCC,antagonist,Liver
Oc1ccc(cc1O)/C=C/C(=O)O[C@@H]5[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@H]5O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O,antagonist,Liver
C[C@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12,antagonist,Liver
O=C1C=C(C)NC(=S)N1,inactive,Liver
O=C(c1ccccc1)C2CCC2,agonist,Liver
[K+].[K+].[O-]P([O-])(=O)OCC(O)CO,inactive,Liver
O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1Cl)C(F)(F)F,inactive,Liver
O=C(O)CC(Cl)C(=O)O,agonist,Liver
COc2cc(ccc2C(=O)c1cccc(O)c1)OC,inactive,Liver
NC(=O)c2cn(Cc1c(F)cccc1F)nn2,inactive,Liver
Cl.Clc1ccc(cc1)CN(CCN(C)C)c2ccccn2,inactive,Liver
O=C1c2ccccc2N=NN1CCl,inactive,Liver
CC(C)Cc1nccs1,inactive,Liver
[Na+].O.[O-]S(=O)(=O)c2cc1cc(cc(O)c1c(N)c2)S(=O)(=O)O,antagonist,Liver
CC(=O)O[C@@]4(C#C)CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CCC1=C[C@H](CC[C@@H]12)OC(C)=O,inactive,Liver
Cc1ccc(cc1S(O)(=O)=O)[N+]([O-])=O,inactive,Liver
Brc1ccc(NC(=O)N(C)OC)cc1,inactive,Liver
O=P(OC)(OC)OC(\C)=C\C(=O)N(C)C,inactive,Liver
C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)C(\C)=N\O,inactive,Liver
CC(C)OCC1CO1,inactive,Liver
CC(C)(C)C(=O)CCl,inactive,Liver
CCC3OC(COc2ccc(Oc1ccccc1)cc2)CO3,inactive,Liver
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,antagonist,Liver
CC(C)CC(=O)OCc1ccccc1,inactive,Liver
C[C@@H]3CC[C@@H]1[C@]23C[C@H](C1(C)C)[C@](C)(O)CC2,agonist,Liver
O=C(Nc1cc(ccc1C)NC(=O)N(C)C)N(C)C,inactive,Liver
CC1(N=C(NC1=O)c2ncccc2C(=O)O)C(C)C,inactive,Liver
CN(C)P(=O)(N(C)C)N(C)C,agonist,Liver
CC(O)(C)C#CC(C)(C)O,inactive,Liver
Nc2nc(N)ncc2Cc1cc(OC)c(OC)c(OC)c1,inactive,Liver
[K+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,inactive,Liver
COc1cc(OC)c(cc1OC)C=O,inactive,Liver
[Na+].[Na+].[O-]S(=O)(=O)c3cc2cc(c(/N=N/c1ccccc1OC)c(O)c2c(c3)NC(C)=O)S([O-])(=O)=O,antagonist,Liver
O=C(OCc2cc(Cc1ccccc1)oc2)[C@H]4[C@@H](\C=C3/CCSC3=O)C4(C)C,antagonist,Liver
Oc1ccc(cc1O)C(=O)O,inactive,Liver
O=C(Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)CCCCCC(C)C)\C=C\C,antagonist,Liver
CC(CO)(CO)CO,inactive,Liver
Nc1ccc(CCC)cc1,inactive,Liver
Brc2cc(Br)ccc2Oc1ccc(Br)cc1Br,inactive,Liver
COC(=O)C(Cl)C(=O)OC,inactive,Liver
[Na+].CCC1(C(=O)N=C([O-])NC1=O)c2ccccc2,inactive,Liver
F[P-](F)(F)(F)(F)F.C[N+]1(CCCC)CCCCC1,inactive,Liver
Cc1cc(OP(=O)(OCC)OCC)nc(n1)C(C)C,inactive,Liver
O=C(O)/C=C/C(=O)O.c1cc(cc2OCOc12)CCN5CCC[C@H](OC(c3ccccc3)c4ccccc4)C5,agonist,Liver
O=C(CCCCC)OCCCCCC,inactive,Liver
Cl.COc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@@H](O)C=C[C@@H]45,agonist,Liver
CC1(C)CC(NCCCC)CC(C)(C)N1,inactive,Liver
Cl.Clc1ccc(cc1)[C@H](CCN(C)C)c2ccccn2,inactive,Liver
Oc2ccc(C)cc2/N=N/c1ccc(NC(C)=O)cc1,inactive,Liver
CCCCCCCC,inactive,Liver
CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)N4CCCNC4=O,inactive,Liver
S=C(NC1CCCCC1)NC2CCCCC2,inactive,Liver
O=S(=O)(Nc1nnc(s1)C(C)(C)C)c2ccccc2,inactive,Liver
